fecha,producto,region,cantidad,precio_unitario,vendedor,venta_total
2023-01-09,Mouse,Este,5,224.23873931818116,vendedor 14,1121.1936965909058
2023-01-09,Auriculares,Centro,1,501.54929861737656,vendedor 20,501.54929861737656
2023-01-09,Laptop,Oeste,2,1156.8784133556708,vendedor 7,2313.7568267113415
2023-01-09,Auriculares,Norte,5,627.8318648761915,vendedor 10,3139.1593243809575
2023-01-09,Mouse,Centro,4,115.69081416946455,vendedor 10,462.7632566778582
2023-01-09,Mouse,Este,2,776.5078316771259,vendedor 5,1553.0156633542517
2023-01-09,Laptop,Oeste,2,88.44140028535162,vendedor 20,176.88280057070324
2023-01-09,Auriculares,Oeste,2,881.3822104243033,vendedor 1,1762.7644208486065
2023-01-09,Laptop,Centro,3,1239.9272398287353,vendedor 12,3719.781719486206
2023-01-09,Monitor,Norte,1,994.6529191937925,vendedor 11,994.6529191937925
2023-01-09,Auriculares,Centro,5,361.1542235771425,vendedor 14,1805.7711178857126
2023-01-09,Mouse,Centro,3,946.4681322899446,vendedor 17,2839.404396869834
2023-01-09,Mouse,Centro,2,1038.3398200105453,vendedor 2,2076.6796400210906
2023-01-09,Monitor,Norte,4,1054.691020103312,vendedor 18,4218.764080413248
2023-01-09,Laptop,Este,5,106.82017367968706,vendedor 4,534.1008683984353
2023-01-09,Mouse,Centro,1,874.3544114374396,vendedor 3,874.3544114374396
2023-01-10,Auriculares,Oriente,5,395.96544669599325,vendedor 13,1979.8272334799663
2023-01-10,Monitor,Norte,3,199.52960981210228,vendedor 17,598.5888294363068
2023-01-10,Laptop,Oriente,4,1248.3633258562254,vendedor 13,4993.453303424902
2023-01-10,Monitor,Este,1,127.55368028368491,vendedor 9,127.55368028368491
2023-01-10,Monitor,Oeste,1,513.0047745061015,vendedor 14,513.0047745061015
2023-01-10,Monitor,Oeste,3,764.8872037691171,vendedor 16,2294.6616113073514
2023-01-10,Laptop,Centro,3,923.5393425566225,vendedor 20,2770.6180276698674
2023-01-10,Monitor,Centro,4,1421.982087178451,vendedor 16,5687.928348713804
2023-01-10,Laptop,Centro,5,766.9094418187432,vendedor 7,3834.547209093716
2023-01-11,Monitor,Sur,4,1047.6435147538068,vendedor 12,4190.574059015227
2023-01-11,Laptop,Centro,5,372.7358054779943,vendedor 9,1863.6790273899715
2023-01-11,Mouse,Este,2,262.57699145343696,vendedor 5,525.1539829068739
2023-01-11,Mouse,Este,5,587.4311132469918,vendedor 20,2937.155566234959
2023-01-11,Laptop,Norte,5,1142.3983686254653,vendedor 6,5711.991843127326
2023-01-11,Auriculares,Este,5,598.082005677269,vendedor 7,2990.410028386345
2023-01-11,Monitor,Sur,2,528.8661670776928,vendedor 3,1057.7323341553856
2023-01-11,Laptop,Centro,2,729.5579308914831,vendedor 20,1459.1158617829662
2023-01-11,Auriculares,Centro,1,1129.106902567782,vendedor 3,1129.106902567782
2023-01-11,Laptop,Oeste,1,593.5623403093709,vendedor 17,593.5623403093709
2023-01-11,Laptop,Norte,5,1446.6726821888865,vendedor 12,7233.363410944432
2023-01-11,Laptop,Centro,5,517.8952630024963,vendedor 16,2589.476315012482
2023-01-12,Monitor,Norte,5,1060.5413310025315,vendedor 3,5302.706655012657
2023-01-12,Auriculares,Norte,3,457.39662490873394,vendedor 16,1372.1898747262019
2023-01-12,Auriculares,Oriente,4,204.79629560703236,vendedor 8,819.1851824281295
2023-01-12,Mouse,Oeste,4,722.3626871629741,vendedor 18,2889.4507486518964
2023-01-12,Auriculares,Oeste,5,1462.8724711159414,vendedor 17,7314.362355579707
2023-01-12,Laptop,Norte,5,1230.0027785750756,vendedor 16,6150.013892875378
2023-01-12,Laptop,Centro,3,1242.679002238595,vendedor 18,3728.0370067157855
2023-01-12,Monitor,Centro,1,656.4524026213974,vendedor 18,656.4524026213974
2023-01-12,Monitor,Centro,5,88.23211302101541,vendedor 1,441.160565105077
2023-01-12,Mouse,Norte,2,1481.5503875066695,vendedor 17,2963.100775013339
2023-01-12,Monitor,Centro,2,602.2917421149812,vendedor 17,1204.5834842299623
2023-01-13,Monitor,Norte,5,131.7444701438443,vendedor 6,658.7223507192215
2023-01-13,Auriculares,Norte,5,1499.5906262648894,vendedor 6,7497.953131324447
2023-01-13,Monitor,Centro,5,1102.8752239041796,vendedor 10,5514.376119520898
2023-01-13,Mouse,Este,1,399.5730068779662,vendedor 9,399.5730068779662
2023-01-13,Mouse,Norte,3,448.3611056875677,vendedor 4,1345.0833170627031
2023-01-13,Mouse,Norte,1,1147.6487416497316,vendedor 2,1147.6487416497316
2023-01-13,Auriculares,Sur,2,804.4461663105003,vendedor 3,1608.8923326210006
2023-01-13,Monitor,Sur,4,1233.7593160589404,vendedor 12,4935.0372642357615
2023-01-13,Laptop,Oriente,3,635.0501560079757,vendedor 16,1905.1504680239273
2023-01-13,Monitor,Centro,5,977.0739676126514,vendedor 11,4885.369838063257
2023-01-13,Monitor,Oriente,4,1471.6709513839478,vendedor 18,5886.683805535791
2023-01-13,Mouse,Sur,3,181.9530320244289,vendedor 2,545.8590960732867
2023-01-13,Auriculares,Norte,1,1186.2968684746575,vendedor 10,1186.2968684746575
2023-01-13,Monitor,Norte,5,1204.884074727122,vendedor 10,6024.42037363561
2023-01-14,Auriculares,Oeste,5,1471.0472341639418,vendedor 2,7355.236170819709
2023-01-14,Laptop,Oriente,3,890.4924049840207,vendedor 11,2671.4772149520622
2023-01-14,Monitor,Norte,3,251.29940034164468,vendedor 8,753.898201024934
2023-01-14,Auriculares,Oeste,1,1350.3431943637172,vendedor 3,1350.3431943637172
2023-01-14,Monitor,Centro,2,922.8063235343923,vendedor 19,1845.6126470687846
2023-01-14,Monitor,Centro,5,550.3698103424608,vendedor 10,2751.849051712304
2023-01-14,Laptop,Oriente,5,845.6371983507426,vendedor 5,4228.185991753713
2023-01-14,Laptop,Oeste,2,1346.6150311990923,vendedor 17,2693.2300623981846
2023-01-14,Mouse,Sur,5,516.295008786042,vendedor 15,2581.4750439302097
2023-01-14,Laptop,Oriente,3,1385.264980771129,vendedor 17,4155.794942313387
2023-01-14,Mouse,Oeste,1,172.5496611369888,vendedor 3,172.5496611369888
2023-01-14,Laptop,Oeste,2,1151.9353429594992,vendedor 14,2303.8706859189983
2023-01-14,Auriculares,Sur,5,140.3949756413001,vendedor 19,701.9748782065005
2023-01-14,Monitor,Este,3,821.5645536347077,vendedor 13,2464.693660904123
2023-01-14,Mouse,Sur,3,625.8875571309196,vendedor 5,1877.662671392759
2023-01-14,Auriculares,Sur,1,1269.0294795230002,vendedor 12,1269.0294795230002
2023-01-15,Laptop,Oeste,2,1194.2982959806404,vendedor 13,2388.596591961281
2023-01-15,Mouse,Oeste,2,858.7262856281343,vendedor 8,1717.4525712562686
2023-01-15,Laptop,Oeste,3,599.2203076293696,vendedor 5,1797.6609228881089
2023-01-15,Mouse,Oeste,2,930.9550723256806,vendedor 13,1861.9101446513612
2023-01-15,Mouse,Centro,1,393.978848017192,vendedor 6,393.978848017192
2023-01-15,Mouse,Oeste,3,177.43705558320863,vendedor 9,532.311166749626
2023-01-15,Monitor,Este,3,76.45159807112351,vendedor 5,229.35479421337055
2023-01-16,Monitor,Oriente,1,1091.7630427130027,vendedor 11,1091.7630427130027
2023-01-16,Auriculares,Sur,3,1265.944710118806,vendedor 5,3797.8341303564175
2023-01-16,Mouse,Sur,4,666.8828359938043,vendedor 1,2667.531343975217
2023-01-16,Auriculares,Norte,4,216.51339587184512,vendedor 14,866.0535834873805
2023-01-16,Auriculares,Oriente,5,783.8507367210532,vendedor 4,3919.253683605266
2023-01-16,Laptop,Este,3,125.14412839251902,vendedor 18,375.4323851775571
2023-01-16,Auriculares,Sur,5,141.89370718551322,vendedor 12,709.4685359275661
2023-01-17,Auriculares,Norte,5,53.93080415077802,vendedor 9,269.6540207538901
2023-01-17,Monitor,Oriente,3,555.8589864873431,vendedor 17,1667.5769594620294
2023-01-17,Laptop,Oriente,4,1449.2890204664432,vendedor 14,5797.156081865773
2023-01-17,Laptop,Este,1,347.252624577194,vendedor 3,347.252624577194
2023-01-17,Monitor,Norte,4,1270.6517262994944,vendedor 8,5082.6069051979775
2023-01-17,Monitor,Norte,5,342.35961406922956,vendedor 3,1711.7980703461478
2023-01-17,Laptop,Centro,5,391.75303179424964,vendedor 14,1958.7651589712482
2023-01-18,Laptop,Sur,1,1040.3239919548419,vendedor 8,1040.3239919548419
2023-01-18,Monitor,Oriente,3,954.9472390636645,vendedor 1,2864.841717190993
2023-01-18,Monitor,Norte,1,565.275555136674,vendedor 15,565.275555136674
2023-01-18,Monitor,Sur,5,1364.384560898593,vendedor 19,6821.922804492965
2023-01-18,Monitor,Este,3,960.1766769535559,vendedor 8,2880.5300308606675
2023-01-18,Mouse,Oeste,5,768.3642582857502,vendedor 7,3841.821291428751
2023-01-18,Monitor,Oeste,5,269.9285756124892,vendedor 1,1349.642878062446
2023-01-18,Laptop,Centro,3,1128.7221242303815,vendedor 4,3386.1663726911447
2023-01-18,Mouse,Sur,2,766.2731563397508,vendedor 10,1532.5463126795016
2023-01-18,Laptop,Oriente,5,210.41601858505047,vendedor 4,1052.0800929252523
2023-01-19,Monitor,Centro,5,755.2183488936313,vendedor 4,3776.0917444681563
2023-01-19,Auriculares,Centro,2,67.69445486116454,vendedor 19,135.3889097223291
2023-01-19,Monitor,Oeste,4,1088.4596583627806,vendedor 5,4353.838633451122
2023-01-19,Auriculares,Este,2,546.660172908888,vendedor 6,1093.320345817776
2023-01-19,Auriculares,Sur,3,272.3595345183163,vendedor 13,817.0786035549489
2023-01-19,Auriculares,Oriente,2,936.6086413802393,vendedor 15,1873.2172827604786
2023-01-19,Auriculares,Oeste,3,1401.571509601238,vendedor 4,4204.714528803714
2023-01-19,Auriculares,Oeste,5,1387.6241027070787,vendedor 8,6938.120513535394
2023-01-19,Monitor,Sur,1,885.6181222418791,vendedor 9,885.6181222418791
2023-01-19,Mouse,Este,5,201.15810077512378,vendedor 9,1005.7905038756189
2023-01-20,Mouse,Centro,5,290.00474003257017,vendedor 4,1450.023700162851
2023-01-20,Mouse,Norte,1,1311.349724990086,vendedor 19,1311.349724990086
2023-01-20,Auriculares,Centro,1,1129.161995172769,vendedor 10,1129.161995172769
2023-01-20,Auriculares,Norte,5,925.3962210087016,vendedor 3,4626.981105043507
2023-01-20,Monitor,Oeste,1,1302.1013038887875,vendedor 6,1302.1013038887875
2023-01-20,Mouse,Sur,3,1119.376809759135,vendedor 17,3358.1304292774053
2023-01-20,Auriculares,Este,3,706.0372983924054,vendedor 19,2118.1118951772164
2023-01-20,Mouse,Norte,4,657.4419017815944,vendedor 1,2629.7676071263777
2023-01-20,Laptop,Centro,3,966.783217483319,vendedor 18,2900.349652449957
2023-01-20,Laptop,Norte,1,1443.55196033071,vendedor 17,1443.55196033071
2023-01-20,Auriculares,Oriente,4,825.851092453805,vendedor 8,3303.40436981522
2023-01-20,Laptop,Norte,5,626.1112674135169,vendedor 19,3130.5563370675845
2023-01-20,Monitor,Este,5,956.2151812240259,vendedor 16,4781.07590612013
2023-01-20,Auriculares,Este,2,476.36478487040876,vendedor 19,952.7295697408175
2023-01-20,Monitor,Sur,2,824.961042323008,vendedor 17,1649.922084646016
2023-01-20,Mouse,Oriente,3,275.09835659953313,vendedor 1,825.2950697985993
2023-01-21,Monitor,Sur,2,1351.274094237382,vendedor 2,2702.548188474764
2023-01-21,Auriculares,Norte,4,1267.6938462120272,vendedor 7,5070.775384848109
2023-01-21,Laptop,Norte,1,371.85963480277667,vendedor 8,371.85963480277667
2023-01-21,Mouse,Norte,5,308.88975997878373,vendedor 1,1544.4487998939187
2023-01-21,Auriculares,Sur,3,402.5996769492084,vendedor 14,1207.799030847625
2023-01-21,Auriculares,Oriente,3,1445.8415119045683,vendedor 20,4337.524535713705
2023-01-21,Laptop,Oriente,5,639.268846996607,vendedor 16,3196.3442349830348
2023-01-21,Mouse,Sur,1,351.4350699617396,vendedor 19,351.4350699617396
2023-01-22,Laptop,Oeste,2,1344.3739810616134,vendedor 15,2688.747962123227
2023-01-22,Laptop,Oeste,3,426.1639784753741,vendedor 2,1278.4919354261224
2023-01-22,Monitor,Oeste,4,955.0159163812443,vendedor 6,3820.0636655249773
2023-01-22,Auriculares,Oriente,1,682.3834672462092,vendedor 12,682.3834672462092
2023-01-22,Monitor,Oeste,2,1157.2284015316532,vendedor 17,2314.4568030633063
2023-01-22,Mouse,Oriente,3,1347.1007289964325,vendedor 17,4041.3021869892973
2023-01-23,Laptop,Sur,5,633.6975632156218,vendedor 9,3168.487816078109
2023-01-23,Mouse,Oriente,3,661.4707051022586,vendedor 13,1984.4121153067758
2023-01-23,Mouse,Centro,3,1242.7466200719273,vendedor 10,3728.239860215782
2023-01-23,Auriculares,Norte,2,853.5581036479005,vendedor 6,1707.116207295801
2023-01-23,Mouse,Oeste,5,65.9439515547967,vendedor 6,329.7197577739835
2023-01-23,Monitor,Sur,4,967.992191868299,vendedor 7,3871.968767473196
2023-01-23,Mouse,Centro,1,657.2172610935061,vendedor 14,657.2172610935061
2023-01-23,Auriculares,Sur,4,1440.00940710417,vendedor 1,5760.03762841668
2023-01-23,Monitor,Centro,4,1167.9295920264437,vendedor 11,4671.718368105775
2023-01-23,Auriculares,Este,4,1092.616562517156,vendedor 7,4370.466250068624
2023-01-24,Mouse,Oeste,4,284.92012294279766,vendedor 20,1139.6804917711906
2023-01-24,Monitor,Norte,3,915.4221309294894,vendedor 2,2746.2663927884682
2023-01-24,Laptop,Sur,2,204.56746704396912,vendedor 9,409.13493408793823
2023-01-24,Auriculares,Norte,1,768.4624084989878,vendedor 11,768.4624084989878
2023-01-24,Auriculares,Sur,1,407.28294819670487,vendedor 3,407.28294819670487
2023-01-24,Mouse,Centro,4,1057.3098827389188,vendedor 6,4229.239530955675
2023-01-25,Auriculares,Este,3,1445.0432393579706,vendedor 17,4335.129718073912
2023-01-25,Mouse,Norte,1,318.4427468159985,vendedor 16,318.4427468159985
2023-01-25,Auriculares,Este,5,1150.6019760313322,vendedor 5,5753.009880156661
2023-01-25,Mouse,Oriente,1,1359.8775283222362,vendedor 12,1359.8775283222362
2023-01-25,Monitor,Este,2,124.8139196551295,vendedor 15,249.627839310259
2023-01-25,Auriculares,Sur,1,311.83425043463365,vendedor 7,311.83425043463365
2023-01-25,Mouse,Centro,1,329.26859028916414,vendedor 8,329.26859028916414
2023-01-25,Mouse,Este,5,737.6106141533224,vendedor 20,3688.053070766612
2023-01-25,Monitor,Este,2,807.5301353031949,vendedor 7,1615.0602706063898
2023-01-25,Laptop,Oriente,3,862.9819313050954,vendedor 13,2588.9457939152862
2023-01-25,Mouse,Este,5,818.8844423206052,vendedor 12,4094.422211603026
2023-01-26,Auriculares,Centro,1,1119.8908620144612,vendedor 1,1119.8908620144612
2023-01-26,Auriculares,Centro,2,1321.1647979005518,vendedor 2,2642.3295958011036
2023-01-26,Monitor,Este,2,1485.9949043455767,vendedor 13,2971.9898086911535
2023-01-26,Laptop,Sur,3,151.54307333383298,vendedor 14,454.62922000149894
2023-01-26,Auriculares,Centro,1,632.7998247334011,vendedor 12,632.7998247334011
2023-01-26,Laptop,Oeste,1,1163.9964501035513,vendedor 7,1163.9964501035513
2023-01-26,Auriculares,Centro,1,396.22686136403837,vendedor 3,396.22686136403837
2023-01-26,Laptop,Oriente,2,479.64677466118565,vendedor 5,959.2935493223713
2023-01-26,Laptop,Norte,5,1482.1974651172457,vendedor 9,7410.9873255862285
2023-01-26,Monitor,Norte,1,1035.4885599049512,vendedor 12,1035.4885599049512
2023-01-26,Monitor,Sur,5,1190.2002709025505,vendedor 11,5951.001354512753
2023-01-27,Mouse,Centro,2,292.1992218335091,vendedor 20,584.3984436670182
2023-01-27,Auriculares,Este,4,1264.847316160706,vendedor 19,5059.389264642824
2023-01-27,Laptop,Oriente,2,118.07076786432886,vendedor 9,236.14153572865771
2023-01-27,Laptop,Sur,3,1247.9982589012504,vendedor 5,3743.994776703751
2023-01-27,Laptop,Oriente,1,801.4775316807687,vendedor 20,801.4775316807687
2023-01-27,Mouse,Norte,5,427.3383835297146,vendedor 3,2136.691917648573
2023-01-27,Mouse,Sur,1,273.14906419278987,vendedor 3,273.14906419278987
2023-01-27,Mouse,Centro,5,828.6129131954497,vendedor 9,4143.064565977248
2023-01-27,Auriculares,Oriente,5,182.65591422674456,vendedor 9,913.2795711337228
2023-01-27,Auriculares,Este,3,237.79663586006606,vendedor 9,713.3899075801982
2023-01-27,Monitor,Norte,2,1300.0850450349035,vendedor 9,2600.170090069807
2023-01-27,Monitor,Norte,5,1116.0583490590066,vendedor 2,5580.291745295033
2023-01-27,Auriculares,Oeste,3,1098.9591648484482,vendedor 18,3296.8774945453442
2023-01-27,Mouse,Centro,4,208.72984707895813,vendedor 5,834.9193883158325
2023-01-28,Monitor,Sur,3,554.3233514581799,vendedor 2,1662.9700543745398
2023-01-28,Auriculares,Este,5,437.19099174566094,vendedor 6,2185.9549587283045
2023-01-28,Auriculares,Este,4,1283.3435071866509,vendedor 16,5133.3740287466035
2023-01-28,Laptop,Centro,3,396.1005453864754,vendedor 10,1188.3016361594262
2023-01-28,Auriculares,Este,4,279.97740267495686,vendedor 11,1119.9096106998275
2023-01-28,Laptop,Sur,1,92.40856040011076,vendedor 10,92.40856040011076
2023-01-28,Mouse,Este,5,1128.0869716228312,vendedor 18,5640.434858114157
2023-01-28,Auriculares,Sur,5,785.8282139532125,vendedor 7,3929.1410697660626
2023-01-28,Mouse,Centro,3,1472.719958139764,vendedor 17,4418.1598744192925
2023-01-28,Auriculares,Sur,4,63.1549867464512,vendedor 13,252.6199469858048
2023-01-28,Monitor,Oriente,3,1153.4904586279406,vendedor 10,3460.4713758838216
2023-01-28,Laptop,Sur,4,967.3017450442247,vendedor 5,3869.206980176899
2023-01-28,Laptop,Oriente,4,301.94253919597185,vendedor 4,1207.7701567838874
2023-01-28,Mouse,Oeste,3,291.24750105179487,vendedor 12,873.7425031553846
2023-01-29,Laptop,Oriente,2,158.3069057488883,vendedor 18,316.6138114977766
2023-01-29,Mouse,Oriente,5,696.6395451649661,vendedor 3,3483.1977258248303
2023-01-29,Auriculares,Centro,4,85.65102886526219,vendedor 11,342.60411546104876
2023-01-29,Laptop,Oriente,3,416.1376870481542,vendedor 2,1248.4130611444625
2023-01-30,Monitor,Centro,5,482.6429249354893,vendedor 2,2413.2146246774464
2023-01-30,Monitor,Oriente,4,999.0412607076461,vendedor 3,3996.1650428305843
2023-01-30,Laptop,Oriente,4,95.38835493389854,vendedor 15,381.55341973559416
2023-01-30,Auriculares,Centro,3,1448.5546847918024,vendedor 19,4345.664054375407
2023-01-30,Laptop,Centro,3,502.3303862179392,vendedor 6,1506.9911586538176
2023-01-30,Monitor,Sur,5,340.52075814563335,vendedor 17,1702.6037907281668
2023-01-30,Laptop,Oeste,2,1303.3194622674737,vendedor 16,2606.6389245349474
2023-01-30,Monitor,Oeste,1,1309.5035935356357,vendedor 8,1309.5035935356357
2023-01-30,Monitor,Este,2,1153.4847868673485,vendedor 3,2306.969573734697
2023-01-31,Auriculares,Oeste,2,944.1429560550702,vendedor 14,1888.2859121101403
2023-01-31,Monitor,Norte,1,930.5943499808733,vendedor 20,930.5943499808733
2023-01-31,Auriculares,Norte,1,283.19693016337555,vendedor 2,283.19693016337555
2023-01-31,Auriculares,Este,5,266.89193186797036,vendedor 18,1334.459659339852
2023-01-31,Mouse,Sur,3,1057.7237348834867,vendedor 1,3173.17120465046
2023-01-31,Auriculares,Oriente,1,107.44729675511786,vendedor 19,107.44729675511786
2023-01-31,Auriculares,Norte,1,199.04898651436525,vendedor 14,199.04898651436525
2023-01-31,Auriculares,Oriente,4,1068.5742072889507,vendedor 10,4274.296829155803
2023-01-31,Auriculares,Sur,4,155.00359461219517,vendedor 1,620.0143784487807
2023-01-31,Laptop,Norte,5,169.63737493861083,vendedor 13,848.1868746930542
2023-01-31,Auriculares,Sur,2,1467.3262601564393,vendedor 14,2934.6525203128786
2023-01-31,Mouse,Sur,2,109.71606815494394,vendedor 12,219.43213630988788
2023-01-31,Laptop,Este,5,1074.3898034060066,vendedor 6,5371.949017030033
2023-02-01,Monitor,Norte,2,1406.0426321842165,vendedor 8,2812.085264368433
2023-02-01,Mouse,Oeste,4,542.2027791870688,vendedor 7,2168.8111167482753
2023-02-01,Monitor,Oeste,4,916.3400008162986,vendedor 3,3665.3600032651943
2023-02-01,Monitor,Norte,4,1110.8048065452313,vendedor 11,4443.219226180925
2023-02-01,Mouse,Oriente,4,408.29968931471234,vendedor 13,1633.1987572588494
2023-02-01,Laptop,Centro,3,367.86028166916424,vendedor 14,1103.5808450074928
2023-02-01,Auriculares,Centro,5,1195.0628353565946,vendedor 19,5975.314176782973
2023-02-01,Auriculares,Sur,2,997.2313778941286,vendedor 5,1994.4627557882573
2023-02-01,Auriculares,Norte,3,992.9722452030585,vendedor 10,2978.9167356091757
2023-02-01,Monitor,Este,5,154.68769301980495,vendedor 15,773.4384650990248
